10,18700,4893700,398000,
10,17700,77500,39000,
10,15100,19500,14000,
10,47500,51600,56300,
10,25000,41600,22700,
10,13800,82500,31700,
10,17900,68000,47700,
10,39900,64200,24500,
10,21200,33300,26000,
10,40400,43100,24200,
10,14900,37400,23300,
10,15400,49400,24800,
10,15200,40800,21400,
10,18100,42500,24100,
10,14400,32400,23700,
10,14000,33900,23800,
10,15800,31000,19700,
10,16200,33200,22300,
10,12800,37200,26900,
10,18900,48100,30300,
10,16300,27100,19200,
10,17900,34700,21900,
10,13200,29300,20600,
10,13000,31300,18900,
10,27100,38800,21700,
10,17500,37800,31800,
10,14800,32300,17400,
10,13400,30000,15900,
10,16800,34200,17100,
10,14600,19300,14800,
10,16000,28300,18200,
10,14100,26500,12300,
10,23100,49600,21200,
10,30900,31500,13000,
10,21200,36800,22800,
10,16900,17100,8300,
10,14900,25500,14700,
10,15700,24900,12700,
10,14700,17800,10800,
10,14500,21600,14300,
10,14800,23100,17000,
10,17000,13100,8700,
10,24500,23000,23400,
10,15500,14000,7100,
10,14900,25800,24300,
10,14100,13500,7600,
10,14700,28000,14900,
10,29000,24800,20100,
10,23800,34000,23000,
10,18500,36700,19100,
20,75900,74900,35200,
20,59000,34200,17300,
20,46800,29200,16500,
20,49600,60700,22800,
20,110900,52000,31800,
20,74200,56500,30800,
20,64700,35100,17400,
20,65600,42800,30500,
20,52400,56000,19400,
20,48900,28000,16300,
20,48600,32600,19100,
20,49600,30200,16800,
20,48200,30500,16300,
20,48600,58000,25000,
20,63800,38000,18100,
20,71400,39400,18100,
20,63900,35700,17500,
20,49000,48100,14300,
20,49500,29400,13800,
20,44100,32400,14500,
20,51200,37900,17300,
20,46100,30900,19900,
20,68800,43800,15400,
20,62800,26600,13700,
20,58600,30700,17200,
20,50600,29500,15900,
20,70400,52100,32500,
20,76200,53000,45700,
20,61700,15700,6100,
20,49900,27700,17100,
20,48800,30200,13800,
20,52300,28000,14900,
20,45700,21800,14400,
20,51000,27000,13800,
20,45200,55500,22500,
20,54500,27800,15300,
20,66100,34700,17100,
20,65000,58700,15000,
20,57500,33200,21300,
20,69200,25000,14200,
20,67900,43500,20400,
20,65100,28700,15800,
20,62900,28200,27700,
20,60200,22100,10700,
20,129100,21000,11100,
20,59500,20500,10500,
20,128600,21400,12200,
20,60800,21300,11900,
20,66500,22500,11400,
20,62800,24300,13500,
30,152200,236100,50300,
30,153000,62700,33800,
30,39200,71800,19700,
30,24700,32500,15900,
30,36900,41300,19000,
30,24000,27600,15400,
30,25600,31000,15600,
30,24600,36200,17200,
30,42400,37600,17600,
30,24500,18800,9000,
30,24600,32300,19300,
30,25000,44900,27100,
30,26300,35100,16900,
30,44900,34200,16100,
30,35900,35700,17200,
30,35700,35900,17400,
30,39400,17900,8900,
30,38800,71500,21300,
30,37400,38200,18200,
30,38000,31600,15700,
30,39800,53300,37100,
30,38500,31800,16100,
30,40000,70500,29100,
30,36600,38000,24400,
30,36600,51500,27800,
30,39300,44400,22100,
30,36500,40400,20500,
30,33100,33300,17500,
30,37500,53800,22200,
30,35700,36200,16300,
30,47500,49900,19900,
30,36500,40100,17100,
30,36000,33500,15200,
30,37500,37900,16800,
30,46000,33600,15000,
30,36600,52000,26500,
30,36800,36900,17900,
30,38500,49900,29200,
30,36000,47500,28800,
30,38500,46400,20700,
30,41400,59800,27100,
30,39400,52500,25500,
30,39800,23800,22600,
30,42200,51000,31000,
30,36100,36800,15600,
30,40400,35200,16200,
30,38600,32900,15700,
30,37800,32400,15200,
30,36400,39800,16800,
30,42600,60100,18000,
40,57800,99500,31600,
40,54400,64300,33600,
40,53400,51900,23900,
40,57300,53800,23300,
40,57500,48400,22500,
40,56600,63400,22700,
40,54500,50400,23600,
40,57500,53500,24800,
40,58300,55400,23300,
40,52400,45500,26400,
40,57400,31700,11600,
40,55400,53100,29600,
40,56000,50900,25500,
40,71500,66700,31500,
40,64500,55300,27400,
40,65800,54200,23700,
40,54500,47100,24600,
40,57300,45800,23900,
40,54700,45600,22300,
40,57300,87800,50000,
40,62100,54100,43200,
40,69500,73700,42100,
40,72800,112100,73700,
40,65200,70200,41800,
40,52600,48300,22600,
40,73000,70200,29400,
40,64800,59000,35700,
40,59500,47500,24400,
40,58500,54600,30300,
40,64200,51400,23700,
40,58200,50400,29200,
40,53900,46300,22000,
40,68500,47200,26000,
40,71000,43000,36500,
40,54000,99600,53600,
40,60600,46300,24900,
40,54800,64300,33500,
40,142400,55000,27400,
40,54900,45600,23900,
40,55100,47900,25800,
40,114200,46000,23900,
40,53100,64800,37000,
40,57000,50200,25500,
40,104700,51700,27500,
40,53700,53300,27300,
40,59400,53200,23000,
40,113800,49700,24400,
40,52600,27600,10100,
40,54600,46900,21700,
40,118000,66000,34400,
50,87700,55200,28000,
50,133400,58500,27800,
50,78400,62800,43700,
50,133700,79600,28700,
50,77500,55600,27600,
50,152300,59300,29700,
50,86800,35500,13400,
50,123500,57300,31000,
50,86600,73700,41200,
50,137700,34600,11300,
50,92800,60900,37100,
50,144500,107600,53500,
50,94200,74400,37900,
50,146300,94400,59800,
50,101100,88100,62300,
50,163800,90900,43400,
50,80400,65500,40800,
50,133700,55600,28300,
50,79200,65400,31500,
50,211600,58300,27100,
50,73500,55400,28300,
50,132200,57800,28900,
50,77900,58400,27600,
50,289600,59800,27100,
50,66600,51000,30700,
50,120600,105600,53100,
50,66200,70700,37000,
50,117500,55600,29400,
50,69100,85200,46600,
50,126300,49900,25300,
50,64600,66200,63900,
50,177700,96600,44300,
50,99000,93600,55200,
50,184700,85300,51900,
50,109100,99200,45700,
50,182300,125000,54600,
50,112700,88500,49000,
50,171300,66200,29000,
50,66000,68200,44300,
50,115500,62700,33400,
50,64900,89500,55300,
50,123800,53000,26900,
50,99200,90500,54300,
50,162900,43000,15700,
50,67600,49500,49500,
50,153100,66000,30800,
50,64900,51200,29500,
50,116000,74600,37200,
50,104900,122000,74300,
50,199400,95200,50900,
60,210600,139200,75400,
60,153900,102900,63900,
60,206300,139800,93600,
60,201100,110200,61300,
60,189700,116700,82900,
60,202000,158700,99900,
60,198300,107100,58400,
60,227200,142900,76400,
60,179700,131400,74300,
60,175400,197100,147600,
60,148700,105800,60200,
60,161400,141900,88300,
60,154100,145200,101600,
60,165200,109100,64200,
60,167500,99400,58700,
60,150200,102100,59100,
60,193500,116400,60700,
60,184800,59000,18200,
60,164300,105400,57800,
60,153900,108500,74300,
60,194200,97000,61800,
60,157200,106700,56800,
60,167600,156500,82100,
60,176700,113900,60800,
60,163100,120500,72800,
60,164900,120700,68600,
60,164400,92400,59500,
60,168400,104800,67400,
60,153600,118900,75200,
60,149800,99700,75300,
60,179000,118800,79400,
60,173800,50600,14400,
60,170300,124400,74700,
60,175500,117200,71500,
60,185700,107700,62000,
60,171100,101800,67200,
60,166000,101200,58700,
60,165600,154500,106200,
60,159800,124000,88700,
60,173000,106500,66200,
60,157300,135500,86700,
60,167400,131400,61800,
60,185000,126600,63700,
60,153400,152300,90500,
60,171700,162100,87300,
60,153700,120500,76500,
60,171700,86400,51600,
60,188900,165500,231800,
60,166000,327000,288400,
60,187800,125500,46600,
70,182800,204800,117300,
70,204800,144800,98800,
70,203300,133700,79100,
70,176600,141300,78700,
70,205500,86500,26600,
70,207200,152900,83800,
70,190900,79700,24100,
70,180400,70400,17300,
70,184300,134700,66500,
70,199400,142300,79300,
70,187400,152700,86300,
